ADM0_EN,ADM0_PCODE,Total,Male,Female,T_00_04,T_05_09,T_10_14,T_15_17,T_18_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65plus,M_00_04,M_05_09,M_10_14,M_15_17,M_18_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65plus,F_00_04,F_05_09,F_10_14,F_15_17,F_18_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65plus
Ethiopia,ET,103726273.00,51978975.00,51747276.00,14849814.00,15845259.00,15084239.00,8326184.00,3118919.00,8101617.00,8086369.00,5981797.00,5986069.00,4145523.00,3382961.00,2799770.00,2156126.00,1934180.00,3927417.00,7725579.00,8243472.00,7748261.00,4255365.00,1594032.00,3793090.00,3744150.00,2880798.00,2845342.00,2127471.00,1628868.00,1265822.00,1121314.00,966485.00,2038944.00,7124238.00,7601787.00,7336005.00,4070817.00,1524904.00,4308534.00,4342242.00,3100990.00,3140742.00,2018039.00,1754077.00,1533937.00,1034806.00,967715.00,1888472.00
